customer,distribution_method,date,planned_method,final_method,completed_at,last_box_date,weekday,hour,morning_afternoon,is_unenrolled,deviation_from_plan,deviation_from_current,deviation_summary
Customer 3,pickup,2022-06-24,pickup,pickup,2022-06-25 11:45:05-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 53,pickup,2022-06-24,pickup,pickup,2022-06-24 17:03:31-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-06-24,pickup,pickup,2022-06-24 16:08:30-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 27,pickup,2022-06-24,pickup,pickup,2022-06-25 14:55:45-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 2,delivery,2022-06-24,pickup,pickup,2022-06-25 11:29:58-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 20,pickup,2022-06-24,pickup,pickup,2022-06-24 10:42:55-04:00,,Friday,10,Morning,False,0,0,as planned
Customer 8,pickup,2022-06-24,pickup,pickup,2022-06-25 12:12:11-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 23,pickup,2022-06-24,pickup,pickup,2022-06-25 15:45:03-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 43,pickup,2022-06-24,pickup,pickup,2022-06-25 15:23:09-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 49,pickup,2022-06-24,pickup,pickup,2022-06-25 10:19:18-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 7,pickup,2022-06-24,pickup,pickup,2022-06-25 14:55:38-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 41,pickup,2022-06-24,delivery,pickup,2022-06-24 14:14:06-04:00,,Friday,14,Afternoon,False,1,0,as planned
Customer 28,pickup,2022-06-24,pickup,pickup,2022-06-25 13:15:15-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 24,pickup,2022-06-24,delivery,pickup,2022-06-25 15:23:08-04:00,,Saturday,15,Afternoon,False,1,0,as planned
Customer 19,pickup,2022-06-24,pickup,pickup,2022-06-24 11:35:04-04:00,,Friday,11,Morning,False,0,0,as planned
Customer 50,pickup,2022-06-24,pickup,pickup,2022-06-24 16:38:22-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 48,pickup,2022-06-24,pickup,pickup,2022-06-25 10:19:04-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 4,pickup,2022-06-24,pickup,pickup,2022-06-25 16:22:27-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 14,pickup,2022-06-24,pickup,pickup,2022-06-24 16:08:18-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-06-24,pickup,pickup,2022-06-25 11:07:25-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 39,pickup,2022-06-24,pickup,pickup,2022-06-25 14:55:42-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 42,pickup,2022-06-24,pickup,pickup,2022-06-24 11:29:08-04:00,,Friday,11,Morning,False,0,0,as planned
Customer 3,pickup,2022-07-01,pickup,pickup,2022-07-02 12:40:29-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 6,pickup,2022-07-01,pickup,pickup,2022-07-01 12:46:16-04:00,,Friday,12,Morning,False,0,0,as planned
Customer 40,delivery,2022-07-01,pickup,pickup,2022-07-01 10:36:01-04:00,,Friday,10,Morning,False,0,0,as planned
Customer 27,pickup,2022-07-01,pickup,pickup,2022-07-02 10:49:58-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 2,delivery,2022-07-01,pickup,pickup,2022-07-01 13:05:25-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 20,pickup,2022-07-01,pickup,pickup,2022-07-01 09:00:01-04:00,,Friday,9,Morning,False,0,0,as planned
Customer 8,pickup,2022-07-01,pickup,pickup,2022-07-01 16:29:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 23,pickup,2022-07-01,pickup,pickup,2022-07-01 16:51:23-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 1,pickup,2022-07-01,pickup,pickup,2022-07-02 14:33:55-04:00,2022-08-06,Saturday,14,Afternoon,True,0,0,as planned
Customer 7,pickup,2022-07-01,pickup,pickup,2022-07-02 13:35:33-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 41,pickup,2022-07-01,pickup,pickup,2022-07-01 15:39:33-04:00,,Friday,15,Afternoon,False,0,0,as planned
Customer 28,pickup,2022-07-01,pickup,pickup,2022-07-02 11:43:47-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 19,pickup,2022-07-01,pickup,pickup,2022-07-01 11:12:48-04:00,,Friday,11,Morning,False,0,0,as planned
Customer 50,pickup,2022-07-01,pickup,pickup,2022-07-01 16:48:42-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 48,pickup,2022-07-01,pickup,pickup,2022-07-01 12:46:04-04:00,,Friday,12,Morning,False,0,0,as planned
Customer 14,pickup,2022-07-01,pickup,pickup,2022-07-01 16:22:28-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-07-01,pickup,pickup,2022-07-01 14:44:34-04:00,,Friday,14,Afternoon,False,0,0,as planned
Customer 39,pickup,2022-07-01,pickup,pickup,2022-07-02 13:35:41-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 29,pickup,2022-07-01,pickup,pickup,2022-07-02 14:58:47-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 3,pickup,2022-07-08,pickup,pickup,2022-07-09 12:27:29-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 6,pickup,2022-07-08,pickup,pickup,2022-07-08 13:49:51-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 53,pickup,2022-07-08,pickup,delivery,2022-07-09 18:58:27-04:00,,Saturday,18,Afternoon,False,1,1,delivery
Customer 17,pickup,2022-07-08,pickup,delivery,2022-07-09 19:22:31-04:00,2022-07-22,Saturday,19,Afternoon,True,1,1,delivery
Customer 40,delivery,2022-07-08,pickup,pickup,2022-07-09 10:37:24-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 11,delivery,2022-07-08,delivery,delivery,2022-07-08 18:12:24-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-07-08,pickup,pickup,2022-07-09 16:48:56-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 27,pickup,2022-07-08,pickup,pickup,2022-07-09 15:41:18-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 2,delivery,2022-07-08,pickup,pickup,2022-07-08 16:32:38-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 20,pickup,2022-07-08,pickup,pickup,2022-07-08 09:20:28-04:00,,Friday,9,Morning,False,0,0,as planned
Customer 25,pickup,2022-07-08,pickup,reallocate,2022-07-09 18:06:05-04:00,2022-07-01,Saturday,18,Afternoon,True,1,1,reallocate
Customer 23,pickup,2022-07-08,pickup,pickup,2022-07-09 10:23:49-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 0,delivery,2022-07-08,delivery,delivery,2022-07-09 18:58:23-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 43,pickup,2022-07-08,pickup,pickup,2022-07-09 15:04:49-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 16,delivery,2022-07-08,delivery,delivery,2022-07-08 18:12:26-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 35,pickup,2022-07-08,pickup,delivery,2022-07-09 19:32:01-04:00,,Saturday,19,Afternoon,False,1,1,delivery
Customer 32,pickup,2022-07-08,pickup,pickup,2022-07-09 13:32:51-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 49,pickup,2022-07-08,pickup,delivery,2022-07-09 19:40:56-04:00,,Saturday,19,Afternoon,False,1,1,delivery
Customer 7,pickup,2022-07-08,pickup,pickup,2022-07-09 14:57:44-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 41,pickup,2022-07-08,pickup,pickup,2022-07-09 10:05:50-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 36,delivery,2022-07-08,pickup,delivery,2022-07-08 20:28:49-04:00,,Friday,20,Afternoon,False,1,0,as planned
Customer 22,delivery,2022-07-08,pickup,delivery,2022-07-09 18:58:33-04:00,,Saturday,18,Afternoon,False,1,0,as planned
Customer 34,pickup,2022-07-08,pickup,pickup,2022-07-09 18:30:14-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 24,pickup,2022-07-08,pickup,delivery,2022-07-08 18:12:28-04:00,,Friday,18,Afternoon,False,1,1,delivery
Customer 30,delivery,2022-07-08,pickup,delivery,2022-07-09 18:58:35-04:00,,Saturday,18,Afternoon,False,1,0,as planned
Customer 15,delivery,2022-07-08,delivery,delivery,2022-07-08 18:12:25-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 9,delivery,2022-07-08,pickup,delivery,2022-07-09 19:24:53-04:00,,Saturday,19,Afternoon,False,1,0,as planned
Customer 19,pickup,2022-07-08,pickup,pickup,2022-07-08 10:58:52-04:00,,Friday,10,Morning,False,0,0,as planned
Customer 50,pickup,2022-07-08,pickup,pickup,2022-07-09 11:45:19-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 33,delivery,2022-07-08,pickup,delivery,2022-07-08 20:28:48-04:00,,Friday,20,Afternoon,False,1,0,as planned
Customer 48,pickup,2022-07-08,pickup,pickup,2022-07-08 13:51:38-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 26,delivery,2022-07-08,delivery,delivery,2022-07-08 20:28:42-04:00,,Friday,20,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-07-08,delivery,delivery,2022-07-08 20:28:47-04:00,,Friday,20,Afternoon,False,0,0,as planned
Customer 55,delivery,2022-07-08,pickup,delivery,2022-07-08 20:28:44-04:00,,Friday,20,Afternoon,False,1,0,as planned
Customer 14,pickup,2022-07-08,pickup,pickup,2022-07-09 11:43:51-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 39,pickup,2022-07-08,pickup,pickup,2022-07-09 14:57:56-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 42,pickup,2022-07-08,pickup,reallocate,2022-07-09 18:06:04-04:00,,Saturday,18,Afternoon,False,1,1,reallocate
Customer 45,pickup,2022-07-08,pickup,reallocate,2022-07-09 14:44:06-04:00,2022-07-01,Saturday,14,Afternoon,True,1,1,reallocate
Customer 29,pickup,2022-07-08,pickup,pickup,2022-07-08 16:07:19-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 10,pickup,2022-07-08,pickup,pickup,2022-07-09 16:27:22-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 5,pickup,2022-07-08,pickup,reallocate,2022-07-09 18:30:24-04:00,2022-08-06,Saturday,18,Afternoon,True,1,1,reallocate
Customer 52,delivery,2022-07-08,delivery,delivery,2022-07-08 20:28:43-04:00,,Friday,20,Afternoon,False,0,0,as planned
Customer 3,pickup,2022-07-15,pickup,pickup,2022-07-15 17:18:04-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 6,pickup,2022-07-15,pickup,pickup,2022-07-16 09:42:21-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 40,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:43-04:00,,Saturday,14,Afternoon,False,1,0,as planned
Customer 11,delivery,2022-07-15,delivery,delivery,2022-07-15 16:32:17-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-07-15,pickup,pickup,2022-07-16 14:19:43-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 27,pickup,2022-07-15,pickup,pickup,2022-07-16 13:30:21-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 2,delivery,2022-07-15,pickup,delivery,2022-07-16 17:16:57-04:00,,Saturday,17,Afternoon,False,1,0,as planned
Customer 20,pickup,2022-07-15,pickup,pickup,2022-07-15 16:13:04-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 8,pickup,2022-07-15,pickup,pickup,2022-07-16 11:45:46-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 23,pickup,2022-07-15,pickup,pickup,2022-07-16 09:37:43-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 0,delivery,2022-07-15,delivery,delivery,2022-07-16 16:11:43-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 16,delivery,2022-07-15,delivery,delivery,2022-07-16 14:55:42-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 35,pickup,2022-07-15,pickup,pickup,2022-07-15 17:19:41-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 1,pickup,2022-07-15,pickup,reallocate,2022-07-16 12:29:00-04:00,2022-08-06,Saturday,12,Morning,True,1,1,reallocate
Customer 49,pickup,2022-07-15,pickup,delivery,2022-07-16 17:30:46-04:00,,Saturday,17,Afternoon,False,1,1,delivery
Customer 7,pickup,2022-07-15,pickup,pickup,2022-07-16 14:45:14-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 41,pickup,2022-07-15,pickup,pickup,2022-07-16 17:25:04-04:00,,Saturday,17,Afternoon,False,0,0,as planned
Customer 36,delivery,2022-07-15,pickup,delivery,2022-07-15 16:32:10-04:00,,Friday,16,Afternoon,False,1,0,as planned
Customer 28,pickup,2022-07-15,pickup,pickup,2022-07-16 15:10:22-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 24,pickup,2022-07-15,pickup,delivery,2022-07-16 17:16:58-04:00,,Saturday,17,Afternoon,False,1,1,delivery
Customer 13,pickup,2022-07-15,pickup,reallocate,2022-07-16 12:29:00-04:00,2022-08-06,Saturday,12,Morning,True,1,1,reallocate
Customer 15,delivery,2022-07-15,delivery,delivery,2022-07-15 16:32:14-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 9,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:41-04:00,,Saturday,14,Afternoon,False,1,0,as planned
Customer 19,pickup,2022-07-15,pickup,pickup,2022-07-15 16:12:52-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 50,pickup,2022-07-15,pickup,pickup,2022-07-16 12:38:57-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 33,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:42-04:00,,Saturday,14,Afternoon,False,1,0,as planned
Customer 48,pickup,2022-07-15,pickup,pickup,2022-07-16 16:37:06-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 26,delivery,2022-07-15,delivery,delivery,2022-07-16 14:55:38-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-07-15,delivery,delivery,2022-07-15 16:32:12-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 55,delivery,2022-07-15,pickup,delivery,2022-07-16 14:55:40-04:00,,Saturday,14,Afternoon,False,1,0,as planned
Customer 14,pickup,2022-07-15,pickup,pickup,2022-07-15 16:12:41-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-07-15,pickup,pickup,2022-07-16 14:56:08-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 39,pickup,2022-07-15,pickup,pickup,2022-07-16 14:45:07-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 42,pickup,2022-07-15,pickup,pickup,2022-07-15 13:39:54-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 29,pickup,2022-07-15,pickup,pickup,2022-07-16 12:21:12-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 10,pickup,2022-07-15,pickup,pickup,2022-07-15 16:12:17-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 5,pickup,2022-07-15,pickup,pickup,2022-07-16 14:48:54-04:00,2022-08-06,Saturday,14,Afternoon,True,0,0,as planned
Customer 52,delivery,2022-07-15,delivery,delivery,2022-07-16 17:16:56-04:00,,Saturday,17,Afternoon,False,0,0,as planned
Customer 1,pickup,2022-07-22,pickup,reallocate,2022-07-29 14:00:54-04:00,2022-08-06,Friday,14,Afternoon,True,1,1,reallocate
Customer 3,pickup,2022-07-29,pickup,pickup,2022-07-30 13:32:01-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 6,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 53,pickup,2022-07-29,pickup,pickup,2022-07-30 15:42:46-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 40,delivery,2022-07-29,pickup,pickup,2022-07-30 12:20:56-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 11,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:49-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-07-29,pickup,pickup,2022-07-30 12:57:59-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 27,pickup,2022-07-29,pickup,reallocate,2022-08-03 16:56:47-04:00,,Wednesday,16,Afternoon,False,1,1,reallocate
Customer 2,delivery,2022-07-29,pickup,pickup,2022-07-29 16:36:10-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 20,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 8,pickup,2022-07-29,pickup,pickup,2022-07-30 12:16:30-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 23,pickup,2022-07-29,pickup,reallocate,2022-07-29 18:40:01-04:00,,Friday,18,Afternoon,False,1,1,reallocate
Customer 0,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:46-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 43,pickup,2022-07-29,pickup,pickup,2022-07-30 14:51:25-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 16,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:51-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 35,pickup,2022-07-29,pickup,delivery,2022-07-30 16:10:55-04:00,,Saturday,16,Afternoon,False,1,1,delivery
Customer 32,pickup,2022-07-29,pickup,pickup,2022-07-30 15:34:03-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 1,pickup,2022-07-29,pickup,reallocate,2022-07-30 19:20:11-04:00,2022-08-06,Saturday,19,Afternoon,True,1,1,reallocate
Customer 49,pickup,2022-07-29,pickup,pickup,2022-07-30 18:06:29-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 7,pickup,2022-07-29,pickup,pickup,2022-07-29 16:36:22-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 41,pickup,2022-07-29,pickup,reallocate,2022-08-01 18:08:15-04:00,,Monday,18,Afternoon,False,1,1,reallocate
Customer 36,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:54-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 22,delivery,2022-07-29,pickup,reallocate,2022-07-30 19:26:43-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 34,pickup,2022-07-29,pickup,pickup,2022-07-30 16:04:54-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 28,pickup,2022-07-29,pickup,pickup,2022-07-29 17:38:51-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 30,delivery,2022-07-29,pickup,delivery,2022-07-30 19:20:49-04:00,,Saturday,19,Afternoon,False,1,0,as planned
Customer 13,pickup,2022-07-29,pickup,reallocate,2022-08-03 16:56:46-04:00,2022-08-06,Wednesday,16,Afternoon,True,1,1,reallocate
Customer 15,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:51-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 9,delivery,2022-07-29,pickup,reallocate,2022-07-30 19:26:42-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 19,pickup,2022-07-29,pickup,pickup,2022-07-30 13:44:18-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 50,pickup,2022-07-29,pickup,pickup,2022-07-29 18:29:53-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 33,delivery,2022-07-29,pickup,delivery,2022-07-29 18:39:54-04:00,,Friday,18,Afternoon,False,1,0,as planned
Customer 48,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 26,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:47-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:52-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 4,pickup,2022-07-29,pickup,reallocate,2022-07-30 19:20:14-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 55,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:48-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 14,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-07-29,pickup,pickup,2022-07-30 12:58:07-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 39,pickup,2022-07-29,pickup,pickup,2022-07-29 16:36:29-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 42,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 29,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 10,pickup,2022-07-29,pickup,pickup,2022-07-30 12:23:17-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 5,pickup,2022-07-29,pickup,reallocate,2022-07-30 19:26:40-04:00,2022-08-06,Saturday,19,Afternoon,True,1,1,reallocate
Customer 52,delivery,2022-07-29,delivery,delivery,2022-07-29 18:39:47-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 47,pickup,2022-07-29,pickup,pickup,2022-07-29 16:09:59-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 3,pickup,2022-08-05,pickup,pickup,2022-08-06 12:19:53-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 6,pickup,2022-08-05,pickup,pickup,2022-08-06 12:23:55-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 53,pickup,2022-08-05,pickup,reallocate,2022-08-06 21:45:54-04:00,,Saturday,21,Afternoon,False,1,1,reallocate
Customer 40,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:38-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 11,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:24-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-08-05,pickup,pickup,2022-08-06 16:05:33-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 27,pickup,2022-08-05,pickup,pickup,2022-08-06 10:34:13-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 2,delivery,2022-08-05,pickup,pickup,2022-08-06 14:07:52-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 20,pickup,2022-08-05,pickup,pickup,2022-08-05 10:13:17-04:00,,Friday,10,Morning,False,0,0,as planned
Customer 8,pickup,2022-08-05,pickup,pickup,2022-08-06 13:01:48-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 23,pickup,2022-08-05,pickup,pickup,2022-08-06 16:55:07-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 0,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:22-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 43,pickup,2022-08-05,pickup,pickup,2022-08-06 18:06:25-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 16,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:26-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 35,pickup,2022-08-05,pickup,pickup,2022-08-06 09:56:58-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 32,pickup,2022-08-05,pickup,pickup,2022-08-06 13:03:59-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 1,pickup,2022-08-05,pickup,reallocate,2022-08-06 21:47:54-04:00,2022-08-06,Saturday,21,Afternoon,True,1,1,reallocate
Customer 49,pickup,2022-08-05,pickup,pickup,2022-08-06 16:33:23-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 7,pickup,2022-08-05,pickup,pickup,2022-08-06 12:35:56-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 41,pickup,2022-08-05,pickup,reallocate,2022-08-06 21:45:56-04:00,,Saturday,21,Afternoon,False,1,1,reallocate
Customer 36,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:37-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 22,delivery,2022-08-05,pickup,delivery,2022-08-06 19:05:27-04:00,,Saturday,19,Afternoon,False,1,0,as planned
Customer 34,pickup,2022-08-05,pickup,pickup,2022-08-06 15:01:49-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 28,pickup,2022-08-05,pickup,delivery,2022-08-06 21:45:47-04:00,,Saturday,21,Afternoon,False,1,1,delivery
Customer 24,pickup,2022-08-05,pickup,delivery,2022-08-06 15:31:05-04:00,,Saturday,15,Afternoon,False,1,1,delivery
Customer 30,delivery,2022-08-05,pickup,delivery,2022-08-06 19:05:29-04:00,,Saturday,19,Afternoon,False,1,0,as planned
Customer 13,pickup,2022-08-05,pickup,reallocate,2022-08-06 21:47:56-04:00,2022-08-06,Saturday,21,Afternoon,True,1,1,reallocate
Customer 15,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:25-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 9,delivery,2022-08-05,pickup,delivery,2022-08-05 21:55:23-04:00,,Friday,21,Afternoon,False,1,0,as planned
Customer 19,pickup,2022-08-05,pickup,pickup,2022-08-05 10:59:33-04:00,,Friday,10,Morning,False,0,0,as planned
Customer 50,pickup,2022-08-05,pickup,pickup,2022-08-06 12:57:29-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 33,delivery,2022-08-05,pickup,delivery,2022-08-05 21:55:36-04:00,,Friday,21,Afternoon,False,1,0,as planned
Customer 48,pickup,2022-08-05,pickup,pickup,2022-08-06 12:24:03-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 26,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:28-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:34-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 4,pickup,2022-08-05,pickup,pickup,2022-08-06 14:47:43-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 55,delivery,2022-08-05,delivery,delivery,2022-08-05 21:55:22-04:00,,Friday,21,Afternoon,False,0,0,as planned
Customer 14,pickup,2022-08-05,pickup,pickup,2022-08-05 13:05:08-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-08-05,pickup,pickup,2022-08-06 17:00:59-04:00,,Saturday,17,Afternoon,False,0,0,as planned
Customer 39,pickup,2022-08-05,pickup,pickup,2022-08-06 12:36:10-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 42,pickup,2022-08-05,pickup,pickup,2022-08-06 13:43:46-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 29,pickup,2022-08-05,pickup,pickup,2022-08-06 10:47:52-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 10,pickup,2022-08-05,pickup,pickup,2022-08-06 15:43:37-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 5,pickup,2022-08-05,pickup,reallocate,2022-08-06 21:47:55-04:00,2022-08-06,Saturday,21,Afternoon,True,1,1,reallocate
