customer,distribution_method,date,planned_method,final_method,completed_at,last_box_date,datetime,weekday,hour,morning_afternoon,is_unenrolled,completed_days_after,deviation_from_plan,deviation_from_current,deviation_summary,no_show
Customer 49,pickup,2022-09-23,pickup,pickup,2022-09-24 13:18:22-04:00,,2022-09-23 00:00:00-04:00,Saturday,13,Afternoon,False,1.5544212962962962,False,False,as planned,False
Customer 42,pickup,2022-09-23,pickup,pickup,2022-09-24 10:44:26-04:00,,2022-09-23 00:00:00-04:00,Saturday,10,Morning,False,1.447523148148148,False,False,as planned,False
Customer 50,pickup,2022-09-23,pickup,reallocate,2022-09-24 17:24:42-04:00,,2022-09-23 00:00:00-04:00,Saturday,17,Afternoon,False,1.725486111111111,True,True,reallocate,False
Customer 28,delivery,2022-09-23,delivery,delivery,2022-09-23 14:28:32-04:00,,2022-09-23 00:00:00-04:00,Friday,14,Afternoon,False,0.6031481481481481,False,False,as planned,False
Customer 25,pickup,2022-09-23,pickup,pickup,2022-09-24 11:12:41-04:00,,2022-09-23 00:00:00-04:00,Saturday,11,Morning,False,1.4671412037037037,False,False,as planned,False
Customer 8,pickup,2022-09-23,pickup,pickup,2022-09-23 17:51:18-04:00,,2022-09-23 00:00:00-04:00,Friday,17,Afternoon,False,0.7439583333333334,False,False,as planned,False
Customer 11,pickup,2022-09-30,pickup,pickup,2022-10-01 16:39:07-04:00,,2022-09-30 00:00:00-04:00,Saturday,16,Afternoon,False,1.6938310185185186,False,False,as planned,False
Customer 14,pickup,2022-09-30,pickup,pickup,2022-10-01 16:55:40-04:00,,2022-09-30 00:00:00-04:00,Saturday,16,Afternoon,False,1.705324074074074,False,False,as planned,False
Customer 7,pickup,2022-09-30,pickup,reallocate,2022-10-01 18:57:41-04:00,,2022-09-30 00:00:00-04:00,Saturday,18,Afternoon,False,1.7900578703703705,True,True,reallocate,False
Customer 45,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:14-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5057175925925926,False,False,as planned,False
Customer 19,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:00-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5055555555555555,False,False,as planned,False
Customer 55,pickup,2022-09-30,pickup,pickup,2022-10-01 14:36:59-04:00,,2022-09-30 00:00:00-04:00,Saturday,14,Afternoon,False,1.6090162037037037,False,False,as planned,False
Customer 33,pickup,2022-09-30,pickup,delivery,2022-10-01 18:45:19-04:00,,2022-09-30 00:00:00-04:00,Saturday,18,Afternoon,False,1.7814699074074074,True,True,delivery,False
Customer 10,delivery,2022-09-30,delivery,delivery,2022-09-30 12:07:58-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5055324074074075,False,False,as planned,False
Customer 27,pickup,2022-09-30,pickup,pickup,2022-09-30 15:23:24-04:00,,2022-09-30 00:00:00-04:00,Friday,15,Afternoon,False,0.64125,False,False,as planned,False
Customer 16,pickup,2022-09-30,pickup,pickup,2022-10-01 10:24:47-04:00,,2022-09-30 00:00:00-04:00,Saturday,10,Morning,False,1.4338773148148147,False,False,as planned,False
Customer 3,pickup,2022-09-30,pickup,pickup,2022-09-30 14:38:50-04:00,,2022-09-30 00:00:00-04:00,Friday,14,Afternoon,False,0.6103009259259259,False,False,as planned,False
Customer 0,delivery,2022-09-30,delivery,delivery,2022-09-30 12:07:55-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5054976851851852,False,False,as planned,False
Customer 23,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:02-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5055787037037037,False,False,as planned,False
Customer 40,pickup,2022-09-30,pickup,delivery,2022-09-30 16:43:58-04:00,,2022-09-30 00:00:00-04:00,Friday,16,Afternoon,False,0.6971990740740741,True,True,delivery,False
Customer 38,pickup,2022-09-30,pickup,reallocate,2022-09-30 10:00:35-04:00,,2022-09-30 00:00:00-04:00,Friday,10,Morning,False,0.41707175925925927,True,True,reallocate,False
Customer 53,pickup,2022-09-30,pickup,reallocate,2022-10-03 07:41:40-04:00,,2022-09-30 00:00:00-04:00,Monday,7,Morning,False,3.3206018518518516,True,True,reallocate,False
Customer 15,pickup,2022-09-30,pickup,pickup,2022-10-01 15:32:54-04:00,,2022-09-30 00:00:00-04:00,Saturday,15,Afternoon,False,1.6478472222222222,False,False,as planned,False
Customer 46,pickup,2022-09-30,pickup,reallocate,2022-10-03 07:41:40-04:00,,2022-09-30 00:00:00-04:00,Monday,7,Morning,False,3.3206018518518516,True,True,reallocate,False
Customer 41,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:12-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5056944444444444,False,False,as planned,False
Customer 29,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:04-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5056018518518518,False,False,as planned,False
Customer 4,pickup,2022-09-30,pickup,delivery,2022-10-01 18:36:53-04:00,,2022-09-30 00:00:00-04:00,Saturday,18,Afternoon,False,1.775613425925926,True,True,delivery,False
Customer 34,pickup,2022-09-30,pickup,pickup,2022-09-30 14:58:02-04:00,,2022-09-30 00:00:00-04:00,Friday,14,Afternoon,False,0.6236342592592593,False,False,as planned,False
Customer 30,pickup,2022-09-30,pickup,pickup,2022-10-01 09:39:07-04:00,,2022-09-30 00:00:00-04:00,Saturday,9,Morning,False,1.4021643518518518,False,False,as planned,False
Customer 36,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:05-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.505613425925926,False,False,as planned,False
Customer 22,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:01-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5055671296296296,False,False,as planned,False
Customer 17,delivery,2022-09-30,delivery,delivery,2022-09-30 12:07:59-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5055439814814815,False,False,as planned,False
Customer 26,pickup,2022-09-30,pickup,pickup,2022-09-30 11:23:26-04:00,,2022-09-30 00:00:00-04:00,Friday,11,Morning,False,0.4746064814814815,False,False,as planned,False
Customer 54,pickup,2022-09-30,pickup,pickup,2022-10-01 12:59:03-04:00,,2022-09-30 00:00:00-04:00,Saturday,12,Morning,False,1.5410069444444445,False,False,as planned,False
Customer 39,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:08-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5056481481481482,False,False,as planned,False
Customer 52,pickup,2022-09-30,pickup,pickup,2022-10-01 10:24:33-04:00,,2022-09-30 00:00:00-04:00,Saturday,10,Morning,False,1.4337152777777777,False,False,as planned,False
Customer 32,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:04-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5056018518518518,False,False,as planned,False
Customer 37,delivery,2022-09-30,delivery,delivery,2022-10-01 18:28:44-04:00,,2022-09-30 00:00:00-04:00,Saturday,18,Afternoon,False,1.7699537037037036,False,False,as planned,False
Customer 12,pickup,2022-09-30,pickup,pickup,2022-09-30 14:38:52-04:00,,2022-09-30 00:00:00-04:00,Friday,14,Afternoon,False,0.6103240740740741,False,False,as planned,False
Customer 9,delivery,2022-09-30,delivery,delivery,2022-09-30 12:07:57-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5055208333333333,False,False,as planned,False
Customer 21,pickup,2022-09-30,pickup,pickup,2022-09-30 15:08:59-04:00,,2022-09-30 00:00:00-04:00,Friday,15,Afternoon,False,0.6312384259259259,False,False,as planned,False
Customer 2,pickup,2022-09-30,pickup,pickup,2022-10-01 13:29:27-04:00,,2022-09-30 00:00:00-04:00,Saturday,13,Afternoon,False,1.5621180555555556,False,False,as planned,False
Customer 44,pickup,2022-09-30,pickup,pickup,2022-10-01 15:36:14-04:00,,2022-09-30 00:00:00-04:00,Saturday,15,Afternoon,False,1.6501620370370371,False,False,as planned,False
Customer 47,pickup,2022-09-30,pickup,pickup,2022-09-30 11:34:29-04:00,,2022-09-30 00:00:00-04:00,Friday,11,Morning,False,0.4822800925925926,False,False,as planned,False
Customer 35,pickup,2022-09-30,pickup,delivery,2022-10-01 18:23:48-04:00,,2022-09-30 00:00:00-04:00,Saturday,18,Afternoon,False,1.7665277777777777,True,True,delivery,False
Customer 18,pickup,2022-09-30,pickup,pickup,2022-10-01 09:33:32-04:00,,2022-09-30 00:00:00-04:00,Saturday,9,Morning,False,1.398287037037037,False,False,as planned,False
Customer 6,delivery,2022-09-30,delivery,reallocate,2022-09-30 10:00:34-04:00,,2022-09-30 00:00:00-04:00,Friday,10,Morning,False,0.4170601851851852,True,True,reallocate,False
Customer 51,pickup,2022-09-30,pickup,pickup,2022-09-30 15:13:00-04:00,,2022-09-30 00:00:00-04:00,Friday,15,Afternoon,False,0.6340277777777777,False,False,as planned,False
Customer 43,pickup,2022-09-30,pickup,reallocate,2022-10-03 07:41:41-04:00,,2022-09-30 00:00:00-04:00,Monday,7,Morning,False,3.320613425925926,True,True,reallocate,False
Customer 49,pickup,2022-09-30,pickup,pickup,2022-09-30 17:36:17-04:00,,2022-09-30 00:00:00-04:00,Friday,17,Afternoon,False,0.7335300925925926,False,False,as planned,False
Customer 42,pickup,2022-09-30,pickup,pickup,2022-09-30 17:04:32-04:00,,2022-09-30 00:00:00-04:00,Friday,17,Afternoon,False,0.7114814814814815,False,False,as planned,False
Customer 50,pickup,2022-09-30,pickup,pickup,2022-10-01 14:35:44-04:00,,2022-09-30 00:00:00-04:00,Saturday,14,Afternoon,False,1.608148148148148,False,False,as planned,False
Customer 28,delivery,2022-09-30,delivery,delivery,2022-09-30 12:08:03-04:00,,2022-09-30 00:00:00-04:00,Friday,12,Morning,False,0.5055902777777778,False,False,as planned,False
Customer 25,pickup,2022-09-30,pickup,pickup,2022-09-30 17:00:05-04:00,,2022-09-30 00:00:00-04:00,Friday,17,Afternoon,False,0.7083912037037037,False,False,as planned,False
Customer 8,pickup,2022-09-30,pickup,pickup,2022-09-30 14:27:03-04:00,,2022-09-30 00:00:00-04:00,Friday,14,Afternoon,False,0.6021180555555555,False,False,as planned,False
